content,sentiment
بكتب الكود وبرضو مش بيفتح,negatif
حلو اوى,positif
شكرا لكم تطبيق رائع جدا,positif
تطبيق رائع جداااااا,positif
اللغة عربية,negatif
رهيييييييب,positif
من تفضل التطبيقات من هذا النوع جميييييييييل جدا,positif
سئ لانه لا يغطي امبابة🙂,negatif
برنامج ممتازة وسرعه ف التوصيل,positif
جميل جدااا,positif
حنين محمد,positif
ممتاز جدا وخدمة راقية,positif
١٠ على ١٠,positif
جميل ورائع احسنت اخي الكريم,positif
ارجو دعم اللغة العربية,positif
احسن ابلكيشن,positif
فعلا ناس محترمه,positif
ازاي احاوله عربي,negatif
حلو البرنامج جدا جدا يا ولاد,positif
ممتاز جداااااا وسريع,positif
جميل البرنامج,positif
مش عارف اتعامل مع لغه البرنامج محتاج لغه عربيه,negatif
حلو بس لو الاوردر يجي بسرعة يبقي احسن,positif
البرنامج رخم في استخدامه مبيجبش العنوان بتاعى لما حطيت اقرب عنوان ليا المندوب جه وقالى انت برة الزون بس قالولى اوصل الاوردر لازم يكون بالعربى شوفه ابليكيشن otlob سهل ازاى ياريت يكون زيه,negatif
اني بفتحه بالفيس بوك بس ليه مش عاوز يفتح حد يرد عليا,negatif
طلبت ارودر وعليي 10جنيه ومعنديش فيزا.. ادفع 10جنيه ازاي عشان كل ما اجي اطلب يقولي مايتقبلش الطلب غير لما ادفع 10جنيه ممكن اي افادة؟!!,positif
فكره سريعه ومعامله محترمين,positif
كيف اتعامل باللغة العربية,negatif
ممتاز وتعامل محترم أفضل من تطبيقات اخرى,positif
أغلا اسعار,negatif
تطبيق حلو جدااا اي حاجة عايزاها من اي مكان بيجيبوهالي واللي بيوصلوا الاوردر ناس محترمة جدااا ياريت تزودوا مكان ف التطبيق نعمل ستارز للي بيوصلوا عشان لحد دلوقتي كل اللي وصلولي اوردرات محترمين جداا عايزة احطلهم هما كمان فايف ستارز مش التطبيق بس,positif
هو البرنامج حلو جدا بس ياريت يكون عربي,positif
والله ابلكيشن اكثر من روعة وناس كلهم احترام وذوق بس ياريت لو فى امكانية يكون فى ابشن بلغة العربية عشان يسهل اى حد يستخدمه,positif
سئ للغايه اسوء خدمه عملاء,negatif
احله جلوفو,positif
مش بيشتغل😡,negatif
هو لسه متوقف ؟؟ برنامج اطلب برنامج مزدحم وبشع وبطئ وصعب جدا,positif
مش شغال ليه بكتب كل المعلومات و مع ذلك مش شغال,negatif
حاجه جميله اووي والله,positif
خدمة ممتازة جدا كالعاده,positif
ممتاز 👍👏,positif
هو التطبيق سعرو كتير منيح بس ما عم يرضة يفتح باقي الاشياء متل السوبر ماركت و الصيدلية وكل شي ارجو الرد,positif
الدليفري افضل من اوطلب بكتيرررر,positif
ياريت توصلوا حدائق اكتوبر محتاجينه ضرورى,positif
جامد جداااا,positif
جميل جداااااا ولكن عايزين خصومات بقى 😂 😂 😂 وخل متاح مندوب خاص لتوصيل الخدمات,positif
البرنامج حلو جدآ بس في مشكلة عندي علي 10جنيه وما عنديش فيزا كارد ادفعها ازاي؟؟ للعلم بسبب 10جنيه دي مش بعرف اطلب ديلفري ارجو الرد السريع,positif
رااائع جدااااا,positif
برنامج حلو جدا و التوصيل رخيصصصص,positif
اوسخ برنامج محدش ينزلوا نصابين وحراميه وبيفضل يعمل بحث عن الموقع ساعه وفي الاخر يقولك خطأ,negatif
خدمة العملاء غير متعاونه تماما وضد العميل,negatif
يوجد مشكله في وضوح الأسعار في التطبيق,positif
بجد ارخم حاجة في التطبيق انه كله بالانجلش و ده مصعب التعامل معاه شوية 😬😬😬,neutre
ادارة غير مهنية وخدمة العملاء سيئة جدا في التعامل,negatif
جميل وراعة جداةةةةةةةو,positif
آنِةّعٌوٌذِةّآلَعٌبًةّنِتٌ,positif
ابليكيشن ممتاز وناس محترمه وتوصيل بمنتهى السرعه واحترافيه,positif
ده برنامج وحش,negatif
مرة جالي الاكل بارد وفضل يلف بالاكل وتاخر والمواعيد مش مظبوطة والحساب طلع اغلي من الي جايلي في البرنامج وتاني مرة بعد مافضلت مستني نص ساعة كنسل الاوردر لوحدة كدا بيقول مش بنتعامل مع المطعم بجد حاجة في منتهي السفاله وقلت الادب,negatif
افضل دليڤري في مصر.. بجد زوق جدا وتعاملهم سلس.. شكرا بجد,positif
انا عندى مشكلة فى التطبيق ان وصف السلعة داخل على السعر فا مش عارف ايه سبب المشكلة ده وحذفت التطبيق واعدت تنزيله مرة اخرى ومازالت نفس المشكلة موجودة,neutre
دخل الكود ده188ARQ2 وهتكسب 60ج خصم في حسابك علي اي حاجة تطلبها,positif
حبيت شو هاد الچمال!,positif
يغلق ملف,positif
مش عايز يفتح,negatif
الرجاء التواصل الى اكتوبر,positif
ارجو ان تضيفو اللغه العربيه وان لا يكون الاعلانات ان تمسح عندها اقيمهو بافضل برنامج بلعالم وشكرا جزيلا ارجو الرد,neutre
لا يستحق اي نجوم مش بيوصل لاي مكان اماكن معينة بس,negatif
عاوزه اعمل البرنامج عربي اعمل ازاي وليه انتو مش موجودين خالص في منطقه شبرا مصر,negatif
انايوسف. احب. جلوفو,positif
سئ جدا بعد التحديثات الأخيرة اتصرف ازاى مش راضى يسجل اى عناوين للتوصيل,negatif
جديد في الموضوع ده انا كنت في المسجد النبوي الشريف,positif
تطبيق فاشل جدا,negatif
برنامج فاشل جدا 👎👎👎👎👎,negatif
في قمة الاحتراف برنامج ممتاز,positif
انتو ليه حطين فى قايمة التوصيل انكو بتوصلو (( الكحول )) ليه معنى كده محدش هايثق فيكم . مش ممكن تكونوا بتأكلونا وبتبعتولنا لحم خنزير .. يبقى كدة بتبعدوا الناس عن التعامل معاكم,neutre
كنتوا بتغطوا روكسي والزيتوت ليه سبتوا الاريا دي ؟؟؟؟ ... انا كنت بحب للابلكيشن جدا,positif
ليه مش شغال في اسكندريه منطقه الابراهميه بيقولي انا خارج منطقه الدليفري,negatif
مفيش عربي,negatif
الولاد محترمين فوق الوصف .,positif
حًآجّهّ جّمًيَلَهّآ آوٌوٌوٌيَ,positif
مساء الخير يا فندم انتو نزلتو مصر تانى ولا ليسه,positif
هذا التطبيق اجمل و أوفى تطبيق,positif
برنامج ابن وسخة معرص,negatif
تجربه سيئه جدااا مش عاوز يدخل العنوان كل م ادخل عنوان يقولي انه مش متوفر,negatif
متفتحش,negatif
هل يدعم التطبيق اللغة الانجليزية,positif
سيئ جدا لا بيحدد الموقع ولا بيسجل العنوان,negatif
برنامج سى سى جدا والمفروض يبقي باللغه العربيه,negatif
البرنامج ليه مش عايز يقبل ولا اى عنوان رغم انى طلبت مرتين قبل كده ارجو المساعدة,negatif
جلوفو مش شغال ليه,negatif
البرنامج كله انجليزي وغير دلك حتى لو حبيت اضيف العنوان لا يضاف ومش عارفة اتعامل به خالص,negatif
لو سمحتوا هو التطبيق مش فيه اعدادات للغة ليه,neutre
ممكن تضيفوا قريه البرامون تبع مركز المنصوره,positif
جميل ورائعة لان الطلب يصل حت المنزل و هذا شيء رائعة,positif
املك دراجه،ارغب بالانضمام اليكم,neutre
تطبيق سيء جدا جدا جدا جدا,negatif
سئ جدا مش راضى يظهر اى حاجه عندى,negatif
رخم,negatif
كل الناس بتقول ممتاز قولت اجرب 😂,positif
الصراحة التطبيق جميع والجروب حق التوصيل تعاملهم اجمل بعد اكيد الي مايعرف يستخدم التطبيق حيقول التطبيق سيئ ومايشتغل او بي اخطاء لكن العكس صحيح بلنسبه للي قالو الموقع مو شغال وخدمات اللوكيشن سيئه هذا الكلام غير صحيح لان التطبيق مصمم اصلا على اللوكيشن.. بلنسبه لليدور اللغه العربيه في التطبيق اخب اقله انت جاي في دوله اوربيه والمفروض تتكلم اللغه الانكليزيه.... Thanx Glovo and thanx for team orders it was first time for me in glovo but it was so good ❤️,positif
