Token,Type
فما,neutre
ضاقت,negative
ليفرجها,positive
فصبرا,positive
اليد,neutre
الممتدة,neutre
لاتعود,neutre
فارغة,neutre
البيت,neutre
تحمد,positive
أسعدت,positive
بربك,neutre
تؤذيك,negative
خيبات,negative
مادمت,neutre
تشاهد,neutre
حقيقيا,neutre
عرفته,neutre
لأول,neutre
فالأخلاق,neutre
تكفيه,neutre
الفتاة,neutre
تأكد,neutre
راءها,neutre
أب,neutre
وإني,neutre
ألقى,neutre
كفيل,neutre
لأصحاب,neutre
الوجه,neutre
النضج,positive
امبدعين,positive
السانكم,neutre
جميعأ,neutre
تجدوا,neutre
تفعلوه,neutre
يكفيان,neutre
الأنثى,neutre
لوجودها,neutre
بجانبي,neutre
تعد,neutre
إبتسامة,positive
تنسيك,neutre
هموم,negative
الصبح,neutre
هب,neutre
يطمئن,positive
بقلوبنا,neutre
أصدقاء,neutre
يعادلون,neutre
يصنع,neutre
مستحيلا,neutre
الممتلئ,neutre
عيبا,negative
افعل,neutre
اطلب,neutre
حقوق,neutre
وانبلها,positive
الستر,positive
مناسبة,neutre
الجهاد,positive
الحقيقي,neutre
حفاظنا,neutre
يقذف,neutre
تسأل,neutre
لماذا,neutre
متابع,neutre
يقرا,neutre
التغريده,neutre
للجنه,positive
اخوي,neutre
أسألك,neutre
هدوء,positive
وحياة,neutre
مليئه,neutre
يرضيك,positive
وما,neutre
تخاف,neutre
يرسمون,neutre
جزءا,neutre
يهتمون,neutre
ٱقلهم,neutre
انجازكم,neutre
شرفتوني,positive
تبوح,neutre
يخذلك,negative
ي,neutre
نملكها,neutre
نتصورها,neutre
رعى,neutre
سري,neutre
دافع,neutre
أغيب,neutre
السرور,positive
ممتن,neutre
يتحقق,neutre
الطبيعي,neutre
تجمل,positive
الحياه,neutre
صداقه,neutre
صباحية,neutre
فارقا,neutre
اسمها,neutre
رجوتك,neutre
اجعلها,neutre
إسعاد,positive
يخبئ,neutre
أقدارنا,neutre
بذلك,neutre
شوفتهم,neutre
تفرحنا,positive
ردد,neutre
أختر,neutre
ماتراه,neutre
إفتح,neutre
حيثما,neutre
تنكر,neutre
فخورا,positive
قويا,neutre
لأجلك,neutre
قنوعا,positive
بقلبك,positive
يخبرك,neutre
أحدهم,neutre
بأنك,neutre
سعادته,positive
إشتاق,positive
فوجده,neutre
لبعضها,neutre
حكاية,neutre
تعانقنا,neutre
بالامل,positive
المغفرة,positive
الأخ,neutre
محترم,positive
تشافيه,positive
عائد,neutre
لإخوة,neutre
الأخوات,neutre
دعائكم,neutre
للوالدة,neutre
بالشفاء,neutre
أدعو,neutre
يحفضكم,positive
يحفض,positive
أحبابكم,positive
مرضاكم,neutre
موتاكم,neutre
سميع,neutre
عليم,neutre
الضاهر,neutre
نراه,neutre
فروحك,neutre
المرحة,positive
أخواتي,neutre
إخواني,neutre
ممتتبعي,neutre
أينما,neutre
كنتم,neutre
الكرم,positive
ساعة,neutre
عواشر,neutre
مبروكة,positive
مولد,neutre
البرية,neutre
أشرف,positive
قوم,neutre
التويتر,neutre
حالكم,neutre
توكلنا,neutre
لنبدأ,neutre
المفضل,positive
بالعزيمة,positive
السنغال,neutre
حفضتم,positive
ماء,neutre
نواحيها,neutre
صيامكم,neutre
فرجها,positive
أهل,neutre
السكوت,neutre
موهبة,neutre
مرابط,neutre
مرابطة,neutre
أمنياته,neutre
الورود,positive
شاق,neutre
سأخلد,neutre
عائلة,neutre
أنجبتهى,neutre
بإستطاعته,neutre
يدمر,negative
كالعمر,neutre
تتكرر,neutre
مرتين,neutre
تقدمها,neutre
الأخلاق,neutre
الإنتقام,negative
أجرني,neutre
موت,neutre
الغفله,neutre
تأخذني,neutre
راض,positive
يسألونك,neutre
تصمت,neutre
واجملهم,positive
ابتسامة,positive
بحاجتها,neutre
كلمات,neutre
البقاء,neutre
فأبسط,neutre
جيدون,positive
ضمير,neutre
نائم,neutre
المثالية,positive
للماضي,neutre
نسألكم,neutre
يصلحها,positive
بالكأس,neutre
يفرج,positive
اموات,neutre
موسيقى,positive
رقصة,positive
للإبداع,positive
ترأس,neutre
عباس,neutre
الفاسي,neutre
للحكومة,neutre
بحد,neutre
ذاته,neutre
احتراماتي,positive
الأجر,positive
ضعفين,neutre
ماعرفناش,neutre
الأقدار,neutre
الإلاهية,neutre
اش,neutre
مخبأة,neutre
مكاتب,neutre
انتقال,neutre
ديموقراطي,positive
المحاسبة,neutre
المسؤولية,neutre
اتحاد,neutre
المقبل,neutre
باردة,positive
فالشتاء,neutre
أجواء,neutre
أرشدني,neutre
بحكمتك,positive
بحكمتي,positive
دلني,neutre
تشاء,neutre
أشاء,neutre
حرمك,negative
مرات,neutre
الظمأ,neutre
واعلم,neutre
ع,neutre
أحاطت,neutre
أبصر,neutre
قيمتها,neutre
يسرني,positive
كف,neutre
مايضرني,positive
بكامل,neutre
صحتك,neutre
أمر,neutre
يوازي,neutre
ثمن,neutre
مافي,neutre
الطمأنينه,positive
الأمان,positive
يتولى,neutre
تنسينا,neutre
أنقضى,neutre
ترسم,neutre
ملامح,neutre
لأيامنا,neutre
تنكسر,negative
بسيطا,neutre
بذاتها,neutre
يدعو,neutre
لاتعلم,neutre
نضيق,negative
نسعد,positive
الدعوه,neutre
الدائمة,neutre
أتمناه,neutre
اظهر,neutre
للحياه,neutre
للسعاده,positive
وابتسم,positive
ابق,neutre
أصبر,positive
ليقيني,neutre
سيحدث,neutre
يفعل,neutre
يقول,neutre
يذكر,neutre
تفاؤلية,positive
‌فرح‌,positive
مختبئ,neutre
‌ينتظر,neutre
هنالك,neutre
سيفرحك,positive
تستديم,neutre
تطيب,positive
قادم,neutre
تفاءل,positive
الأسود,positive
توفيقك,positive
إرضني,positive
ياكي,neutre
السعة,neutre
الرزق,positive
تشق,neutre
نشقى,neutre
واصنع,neutre
فإنما,neutre
باللطف,positive
نبلغ,neutre
مقاما,neutre
بفرحة,positive
تبسط,neutre
نعيمها,positive
ينجح,positive
اهم,neutre
الفخامه,positive
سمو,positive
نجدها,neutre
مغرد,neutre
حروفه,neutre
يعوض,neutre
اجمعيين,neutre
صباحات,neutre
السكينهہ,neutre
بساطتها,neutre
كمالزهور,positive
تنعش,positive
عبيرها,neutre
الوجود,neutre
تام,neutre
سينير,neutre
أطفأه,neutre
خيب,negative
يحيي,neutre
تملكه,neutre
سيرضيك,positive
فأعف,positive
اصحاب,neutre
العافين,neutre
الزلات,negative
المبتسمة,positive
قلبها,positive
رقي,positive
اخلاقها,neutre
اسعدها,positive
طياته,neutre
آماني,neutre
أحلام,neutre
محققة,neutre
استودعناه,neutre
ال,neutre
يعينك,neutre
يتمنون,neutre
ملئة,neutre
مساؤكم,neutre
ماخاب,positive
الميسر,positive
المسهل,positive
سخر,positive
سلامته,positive
يستاهل,positive
بينكم,neutre
ياررب,neutre
فعند,neutre
المتسع,neutre
الختام,neutre
بأكثر,neutre
ظننت,neutre
صبحكم,neutre
مميزون,positive
متعهم,positive
الصادقين,positive
محترفين,positive
استغفرك,positive
يطمن,positive
يشفيك,positive
الاوفياء,positive
أدركت,neutre
تفاصيل,neutre
وعليكم,neutre
إبتسامةدائمة,positive
تفارقكم,neutre
لاله,neutre
الانت,neutre
شاءالله,positive
فنانين,positive
ابدعتي,positive
مغير,neutre
صحته,neutre
انسوا,neutre
أوجاعكم,negative
بسجدة,neutre
طويلة,neutre
فالصلاة,neutre
نقي,positive
للقلوب,positive
الوتر,neutre
وليشهد,neutre
نؤذي,neutre
نجرح,negative
نخيب,negative
ظن,neutre
نجد,neutre
يستحقنا,neutre
تقهر,negative
أحدا,neutre
تظلم,negative
لتبرر,neutre
أخطائك,negative
تبني,neutre
أذية,negative
سيجزيك,positive
تعبك,neutre
صبرك,positive
كفاحك,positive
حارب,positive
إياك,neutre
ثمة,neutre
وصلوا,neutre
يهبطوا,neutre
حاولوا,neutre
ضحكتها,positive
متسامح,positive
سأفرح,positive
ثقتي,positive
كطمأنينة,positive
كأرض,neutre
أحياها,neutre
المطر,neutre
أهديني,positive
ليصبح,neutre
اغضب,negative
شئت,neutre
خاصم,negative
تهين,neutre
تتكبر,negative
عطرت,positive
ذكره,neutre
برائحة,neutre
ستزهرين,positive
امرأة,neutre
تتباهى,neutre
بعقلها,neutre
أبدية,neutre
محبيني,positive
رجوع,neutre
الغائبين,neutre
لعله,neutre
أنصحك,positive
بقراءتها,neutre
العبر,neutre
غلبت,neutre
المصرية,neutre
العموم,neutre
تندم,negative
قراءتها,neutre
دات,neutre
طابع,neutre
ديني,neutre
يشافي,neutre
أحسنت,positive
معبرة,positive
ترفيهي,positive
رفقا,positive
وحنانا,positive
القمه,positive
أختاه,neutre
تؤخد,neutre
الدمار,negative
المحيط,neutre
معظمها,neutre
روايات,neutre
تقرأها,neutre
كانك,neutre
تتابع,neutre
مسلسلا,neutre
بمشاكلك,negative
تقبلها,neutre
المواجهة,neutre
دليل,neutre
الفرج,positive
تعطين,neutre
تفكرين,neutre
داءما,neutre
الاصحاب,neutre
وحكايات,neutre
غاني,neutre
مليانة,neutre
افسحوا,neutre
لسورة,neutre
يومكم,neutre
يحفكم,neutre
اخبئها,neutre
والعسر,negative
قسىفاليسر,neutre
يلحقه,neutre
الوعد,neutre
يكفينا,neutre
صدفتك,neutre
احتاج,neutre
يخبرني,neutre
بأنه,neutre
أطيلي,neutre
بعيناي,neutre
أبتسمي,positive
كعادتك,neutre
منازع,neutre
وقتك,neutre
سنين,neutre
الكافية,neutre
لأتجاوز,neutre
لابأس,positive
العباد,neutre
وفق,neutre
سيمطر,neutre
أدعوه,neutre
بالبشائر,positive
سيضحك,positive
فالدعاء,positive
سهم,neutre
أمد,neutre
لابد,neutre
لهذا,neutre
الأمد,neutre
يحين,neutre
أقصدك,neutre
وبهدوء,positive
حلوه,positive
لنهاية,neutre
أحن,positive
كتف,neutre
سند,positive
يقرأ,neutre
بأيامك,neutre
الحالية,neutre
تستمر,neutre
الطمأنينة,positive
تورد,positive
بداخلنا,neutre
يستجاب,neutre
لاتتوقف,positive
الإيمان,positive
سأقول,neutre
لكني,neutre
فعلتها,neutre
بإمكانك,neutre
التحدث,neutre
مازلنا,neutre
ذاك,neutre
تباتى,neutre
ضروري,neutre
بحول,neutre
أفكر,neutre
المبتغى,neutre
ولكن,neutre
لازالت,neutre
حية,neutre
لكلماتك,neutre
حروفك,neutre
حنان,positive
متيل,neutre
اليومجميل,positive
القسم,neutre
مؤثرة,neutre
فحياتي,neutre
تهميش,negative
يقدمه,neutre
أهلا,neutre
بكلامك,neutre
بالتواجد,neutre
تأمرون,neutre
تواجدت,neutre
الكوكبة,neutre
الفائدة,neutre
أقدم,neutre
بقليل,neutre
الهدف,neutre
صنع,neutre
لاشئ,neutre
أمزح,neutre
الخيال,neutre
العلمي,neutre
ونهارك,neutre
تحققها,neutre
نهار,neutre
فهد,neutre
رابط,neutre
بث,neutre
مباشر,neutre
الأس,neutre
للإحتفالات,positive
بجودة,neutre
عالية,neutre
نحسدك,negative
إستمتع,positive
عمار,neutre
رائد,neutre
واصل,neutre
البحث,neutre
الجمييع,neutre
وحفظه,positive
القبور,neutre
اشفي,positive
الأجساد,neutre
المتعبة,negative
مثال,neutre
امنت,neutre
ربا,neutre
بالاسلام,neutre
بمحمد,neutre
نبيا,neutre
ممكنة,neutre
يملؤون,neutre
واسعة,neutre
ترحموا,neutre
اصدقائي,neutre
ادعوا,neutre
اقصدك,neutre
وضحت,neutre
مصداقية,neutre
شيخنا,neutre
نود,neutre
التعريف,neutre
الهيئة,neutre
واضح,neutre
الاعتدال,positive
ذكائي,positive
الخارق,neutre
يناقش,neutre
ارقد,neutre
فرحمهم,positive
وجعل,neutre
الحقنا,neutre
ثابتين,positive
الافق,neutre
فناننا,positive
المقتدر,positive
كلامي,neutre
موجه,neutre
للسيد,positive
الامين,neutre
العام,neutre
موضوع,neutre
مهم,neutre
يحمد,neutre
مكروه,negative
مبدل,neutre
أيامك,neutre
الخط,neutre
يرحمك,positive
التركيز,neutre
التجارة,neutre
الإنسانية,neutre
يوفق,positive
أختنا,neutre
الجزائريين,neutre
إمتحان,neutre
الموازين,neutre
جمالك,positive
إبتكار,positive
مغاربي,neutre
التحفة,positive
نغمة,neutre
صامتة,neutre
الجودة,positive
أوقاتكم,neutre
شعرية,neutre
زاكورة,neutre
الواحات,neutre
التمر,neutre
إقرأ,neutre
صديقنا,neutre
معاهدة,neutre
تعاون,positive
للتعامل,neutre
مجتمعك,neutre
وݣول,neutre
للشعور,neutre
بالسعادة,positive
جماليات,positive
التوقيع,neutre
سلامتنا,positive
حنا,neutre
باسك,neutre
ينصرهم,neutre
تعاملت,neutre
الصويرة,neutre
الفنون,neutre
الألوان,neutre
إعتنوا,neutre
ببعضكم,neutre
أحياء,neutre
التام,neutre
إفعل,neutre
بالطريقة,neutre
حامدا,positive
حمده,positive
أيامهم,neutre
التضحية,positive
زمان,neutre
لطيف,positive
ألطف,positive
الولاء,positive
المطلق,neutre
موقع,neutre
لضبط,neutre
تشكيل,neutre
المنعش,positive
إذهب,neutre
بيوت,neutre
تطوان,neutre
أعزكم,positive
رجلا,neutre
تستطع,neutre
فكن,neutre
فهمك,neutre
الرشاقة,positive
سعداتك,positive
واحة,neutre
العميق,neutre
مقطع,neutre
تروع,positive
بيخير,positive
أقوال,neutre
أفرح,positive
أعطيتني,neutre
هناء,positive
مرح,positive
يكمل,neutre
المشكل,negative
عادت,neutre
المياه,neutre
مجاريها,neutre
يحفطك,positive
امامنا,neutre
الامام,neutre
صامدون,positive
متشرفين,positive
ها,neutre
البداية,neutre
أترك,neutre
واقعية,neutre
تجربتك,neutre
قرأها,neutre
اخواني,neutre
اخواتي,neutre
ابارك,positive
بكرة,neutre
اصيلا,neutre
سنلتزم,neutre
خاي,neutre
المأمول,positive
السابقون,neutre
اللاحقون,neutre
غفرانك,positive
داء,neutre
حاجة,neutre
الهام,neutre
صريحة,positive
واضحة,neutre
الانسان,neutre
مصطفى,neutre
مميز,positive
باقي,neutre
ؤ,neutre
استاد,neutre
ينبض,neutre
اردت,neutre
موقف,neutre
يحترم,positive
فهمت,neutre
نظرك,neutre
احلام,neutre
الامور,neutre
بالشفافية,positive
الوضوح,positive
يحطم,neutre
الارقام,neutre
القياسية,neutre
فريق,neutre
توجيهاتك,neutre
نسير,neutre
وجد,neutre
ارحمه,positive
وضوح,neutre
أسعدكم,positive
بشرك,positive
إمامنا,neutre
قدوتنا,positive
ابيها,neutre
وحسنات,positive
الليلة,neutre
تعجبني,positive
يافخر,positive
اضحك,positive
